x,y,score
1.3535353535353538,0.4242424242424243,0
1.3535353535353538,0.464646464646465,0
1.3535353535353538,0.5050505050505052,0
1.3535353535353538,0.5454545454545459,0
1.3535353535353538,0.5858585858585861,0
1.3535353535353538,0.6262626262626263,0
1.3535353535353538,0.666666666666667,20
1.3535353535353538,0.7070707070707072,20
1.3535353535353538,0.7474747474747478,20
1.3535353535353538,0.7878787878787881,0
1.3535353535353538,0.8282828282828287,0
1.3535353535353538,0.868686868686869,0
1.3535353535353538,0.9090909090909092,0
1.3535353535353538,0.9494949494949498,0
1.3535353535353538,0.9898989898989901,0
1.3535353535353538,1.0303030303030307,0
1.3535353535353538,1.070707070707071,0
1.3535353535353538,1.1111111111111112,0
1.3535353535353538,1.1515151515151518,0
1.3535353535353538,1.191919191919192,0
1.3535353535353538,1.2323232323232327,0
1.3535353535353538,1.272727272727273,0
1.3535353535353538,1.3131313131313136,0
1.3535353535353538,1.3535353535353538,0
1.3535353535353538,1.393939393939394,0
1.3535353535353538,1.4343434343434347,0
1.3535353535353538,1.474747474747475,0
1.3535353535353538,1.5151515151515156,0
1.3535353535353538,1.5555555555555558,0
1.3535353535353538,1.5959595959595965,0
1.3535353535353538,1.6363636363636367,0
1.3535353535353538,1.676767676767677,0
1.3535353535353538,1.7171717171717176,0
1.3535353535353538,1.7575757575757578,0
1.3535353535353538,1.7979797979797985,0
1.3535353535353538,1.8383838383838387,0
1.3535353535353538,1.878787878787879,0
1.3535353535353538,1.9191919191919196,0
1.3535353535353538,1.9595959595959598,0
1.3535353535353538,2.0,0
1.393939393939394,-2.0,0
1.393939393939394,-1.9595959595959596,0
1.393939393939394,-1.9191919191919191,0
1.393939393939394,-1.878787878787879,0
1.393939393939394,-1.8383838383838385,0
1.393939393939394,-1.797979797979798,0
1.393939393939394,-1.7575757575757576,0
1.393939393939394,-1.7171717171717171,0
1.393939393939394,-1.6767676767676767,0
1.393939393939394,-1.6363636363636362,0
1.393939393939394,-1.595959595959596,0
1.393939393939394,-1.5555555555555556,0
1.393939393939394,-1.5151515151515151,0
1.393939393939394,-1.4747474747474747,0
1.393939393939394,-1.4343434343434343,0
1.393939393939394,-1.393939393939394,0
1.393939393939394,-1.3535353535353534,0
1.393939393939394,-1.3131313131313131,0
1.393939393939394,-1.2727272727272727,0
1.393939393939394,-1.2323232323232323,0
1.393939393939394,-1.1919191919191918,0
1.393939393939394,-1.1515151515151514,0
1.393939393939394,-1.1111111111111112,0
1.393939393939394,-1.0707070707070705,0
1.393939393939394,-1.0303030303030303,0
1.393939393939394,-0.9898989898989898,0
1.393939393939394,-0.9494949494949494,0
1.393939393939394,-0.909090909090909,0
1.393939393939394,-0.8686868686868685,0
1.393939393939394,-0.8282828282828283,0
1.393939393939394,-0.7878787878787878,0
1.393939393939394,-0.7474747474747474,0
1.393939393939394,-0.707070707070707,20
1.393939393939394,-0.6666666666666665,0
1.393939393939394,-0.6262626262626261,0
1.393939393939394,-0.5858585858585856,0
1.393939393939394,-0.5454545454545454,0
1.393939393939394,-0.505050505050505,0
1.393939393939394,-0.46464646464646453,0
1.393939393939394,-0.4242424242424241,0
1.393939393939394,-0.38383838383838365,0
1.393939393939394,-0.3434343434343432,0
1.393939393939394,-0.303030303030303,0
1.393939393939394,-0.26262626262626254,0
1.393939393939394,-0.2222222222222221,0
1.393939393939394,-0.18181818181818166,0
1.393939393939394,-0.14141414141414121,0
1.393939393939394,-0.10101010101010077,0
1.393939393939394,-0.06060606060606055,0
1.393939393939394,-0.02020202020202011,0
1.393939393939394,0.020202020202020332,0
1.393939393939394,0.060606060606060996,0
1.393939393939394,0.10101010101010122,0
1.393939393939394,0.14141414141414144,0
1.393939393939394,0.1818181818181821,0
1.393939393939394,0.22222222222222232,0
1.393939393939394,0.262626262626263,0
1.393939393939394,0.3030303030303032,0
1.393939393939394,0.3434343434343434,0
1.393939393939394,0.3838383838383841,0
1.393939393939394,0.4242424242424243,0
1.393939393939394,0.464646464646465,0
1.393939393939394,0.5050505050505052,0
1.393939393939394,0.5454545454545459,0
1.393939393939394,0.5858585858585861,0
1.393939393939394,0.6262626262626263,0
1.393939393939394,0.666666666666667,0
1.393939393939394,0.7070707070707072,20
1.393939393939394,0.7474747474747478,0
1.393939393939394,0.7878787878787881,0
1.393939393939394,0.8282828282828287,0
1.393939393939394,0.868686868686869,0
1.393939393939394,0.9090909090909092,0
1.393939393939394,0.9494949494949498,0
1.393939393939394,0.9898989898989901,0
1.393939393939394,1.0303030303030307,0
1.393939393939394,1.070707070707071,0
1.393939393939394,1.1111111111111112,0
1.393939393939394,1.1515151515151518,0
1.393939393939394,1.191919191919192,0
1.393939393939394,1.2323232323232327,0
1.393939393939394,1.272727272727273,0
1.393939393939394,1.3131313131313136,0
1.393939393939394,1.3535353535353538,0
1.393939393939394,1.393939393939394,0
1.393939393939394,1.4343434343434347,0
1.393939393939394,1.474747474747475,0
1.393939393939394,1.5151515151515156,0
1.393939393939394,1.5555555555555558,0
1.393939393939394,1.5959595959595965,0
1.393939393939394,1.6363636363636367,0
1.393939393939394,1.676767676767677,0
1.393939393939394,1.7171717171717176,0
1.393939393939394,1.7575757575757578,0
1.393939393939394,1.7979797979797985,0
1.393939393939394,1.8383838383838387,0
1.393939393939394,1.878787878787879,0
1.393939393939394,1.9191919191919196,0
1.393939393939394,1.9595959595959598,0
1.393939393939394,2.0,0
1.4343434343434347,-2.0,0
1.4343434343434347,-1.9595959595959596,0
1.4343434343434347,-1.9191919191919191,0
1.4343434343434347,-1.878787878787879,0
1.4343434343434347,-1.8383838383838385,0
1.4343434343434347,-1.797979797979798,0
1.4343434343434347,-1.7575757575757576,0
1.4343434343434347,-1.7171717171717171,0
1.4343434343434347,-1.6767676767676767,0
1.4343434343434347,-1.6363636363636362,0
1.4343434343434347,-1.595959595959596,0
1.4343434343434347,-1.5555555555555556,0
1.4343434343434347,-1.5151515151515151,0
1.4343434343434347,-1.4747474747474747,0
1.4343434343434347,-1.4343434343434343,0
1.4343434343434347,-1.393939393939394,0
1.4343434343434347,-1.3535353535353534,0
1.4343434343434347,-1.3131313131313131,0
1.4343434343434347,-1.2727272727272727,0
1.4343434343434347,-1.2323232323232323,0
1.4343434343434347,-1.1919191919191918,0
1.4343434343434347,-1.1515151515151514,0
1.4343434343434347,-1.1111111111111112,0
1.4343434343434347,-1.0707070707070705,0
1.4343434343434347,-1.0303030303030303,0
1.4343434343434347,-0.9898989898989898,0
1.4343434343434347,-0.9494949494949494,0
1.4343434343434347,-0.909090909090909,0
1.4343434343434347,-0.8686868686868685,0
1.4343434343434347,-0.8282828282828283,0
1.4343434343434347,-0.7878787878787878,0
1.4343434343434347,-0.7474747474747474,0
1.4343434343434347,-0.707070707070707,0
1.4343434343434347,-0.6666666666666665,0
1.4343434343434347,-0.6262626262626261,0
1.4343434343434347,-0.5858585858585856,0
1.4343434343434347,-0.5454545454545454,0
1.4343434343434347,-0.505050505050505,0
1.4343434343434347,-0.46464646464646453,0
1.4343434343434347,-0.4242424242424241,0
1.4343434343434347,-0.38383838383838365,0
1.4343434343434347,-0.3434343434343432,0
1.4343434343434347,-0.303030303030303,0
1.4343434343434347,-0.26262626262626254,0
1.4343434343434347,-0.2222222222222221,0
1.4343434343434347,-0.18181818181818166,0
1.4343434343434347,-0.14141414141414121,0
1.4343434343434347,-0.10101010101010077,0
1.4343434343434347,-0.06060606060606055,0
1.4343434343434347,-0.02020202020202011,0
1.4343434343434347,0.020202020202020332,0
1.4343434343434347,0.060606060606060996,0
1.4343434343434347,0.10101010101010122,0
1.4343434343434347,0.14141414141414144,0
1.4343434343434347,0.1818181818181821,0
1.4343434343434347,0.22222222222222232,0
1.4343434343434347,0.262626262626263,0
1.4343434343434347,0.3030303030303032,0
1.4343434343434347,0.3434343434343434,0
1.4343434343434347,0.3838383838383841,0
1.4343434343434347,0.4242424242424243,0
1.4343434343434347,0.464646464646465,0
1.4343434343434347,0.5050505050505052,0
1.4343434343434347,0.5454545454545459,0
1.4343434343434347,0.5858585858585861,0
1.4343434343434347,0.6262626262626263,0
1.4343434343434347,0.666666666666667,0
1.4343434343434347,0.7070707070707072,0
1.4343434343434347,0.7474747474747478,0
1.4343434343434347,0.7878787878787881,0
1.4343434343434347,0.8282828282828287,0
1.4343434343434347,0.868686868686869,0
1.4343434343434347,0.9090909090909092,0
1.4343434343434347,0.9494949494949498,0
1.4343434343434347,0.9898989898989901,0
1.4343434343434347,1.0303030303030307,0
1.4343434343434347,1.070707070707071,0
1.4343434343434347,1.1111111111111112,0
1.4343434343434347,1.1515151515151518,0
1.4343434343434347,1.191919191919192,0
1.4343434343434347,1.2323232323232327,0
1.4343434343434347,1.272727272727273,0
1.4343434343434347,1.3131313131313136,0
1.4343434343434347,1.3535353535353538,0
1.4343434343434347,1.393939393939394,0
1.4343434343434347,1.4343434343434347,0
1.4343434343434347,1.474747474747475,0
1.4343434343434347,1.5151515151515156,0
1.4343434343434347,1.5555555555555558,0
1.4343434343434347,1.5959595959595965,0
1.4343434343434347,1.6363636363636367,0
1.4343434343434347,1.676767676767677,0
1.4343434343434347,1.7171717171717176,0
1.4343434343434347,1.7575757575757578,0
1.4343434343434347,1.7979797979797985,0
1.4343434343434347,1.8383838383838387,0
1.4343434343434347,1.878787878787879,0
1.4343434343434347,1.9191919191919196,0
1.4343434343434347,1.9595959595959598,0
1.4343434343434347,2.0,0
1.474747474747475,-2.0,0
1.474747474747475,-1.9595959595959596,0
1.474747474747475,-1.9191919191919191,0
1.474747474747475,-1.878787878787879,0
1.474747474747475,-1.8383838383838385,0
1.474747474747475,-1.797979797979798,0
1.474747474747475,-1.7575757575757576,0
1.474747474747475,-1.7171717171717171,0
1.474747474747475,-1.6767676767676767,0
1.474747474747475,-1.6363636363636362,0
1.474747474747475,-1.595959595959596,0
1.474747474747475,-1.5555555555555556,0
1.474747474747475,-1.5151515151515151,0
1.474747474747475,-1.4747474747474747,0
1.474747474747475,-1.4343434343434343,0
1.474747474747475,-1.393939393939394,0
1.474747474747475,-1.3535353535353534,0
1.474747474747475,-1.3131313131313131,0
1.474747474747475,-1.2727272727272727,0
1.474747474747475,-1.2323232323232323,0
1.474747474747475,-1.1919191919191918,0
1.474747474747475,-1.1515151515151514,0
1.474747474747475,-1.1111111111111112,0
1.474747474747475,-1.0707070707070705,0
1.474747474747475,-1.0303030303030303,0
1.474747474747475,-0.9898989898989898,0
1.474747474747475,-0.9494949494949494,0
1.474747474747475,-0.909090909090909,0
1.474747474747475,-0.8686868686868685,0
1.474747474747475,-0.8282828282828283,0
1.474747474747475,-0.7878787878787878,0
1.474747474747475,-0.7474747474747474,0
1.474747474747475,-0.707070707070707,0
1.474747474747475,-0.6666666666666665,0
1.474747474747475,-0.6262626262626261,0
1.474747474747475,-0.5858585858585856,0
1.474747474747475,-0.5454545454545454,0
1.474747474747475,-0.505050505050505,0
1.474747474747475,-0.46464646464646453,0
1.474747474747475,-0.4242424242424241,0
1.474747474747475,-0.38383838383838365,0
1.474747474747475,-0.3434343434343432,0
1.474747474747475,-0.303030303030303,0
1.474747474747475,-0.26262626262626254,0
1.474747474747475,-0.2222222222222221,0
1.474747474747475,-0.18181818181818166,0
1.474747474747475,-0.14141414141414121,0
1.474747474747475,-0.10101010101010077,0
1.474747474747475,-0.06060606060606055,0
1.474747474747475,-0.02020202020202011,0
1.474747474747475,0.020202020202020332,0
1.474747474747475,0.060606060606060996,0
1.474747474747475,0.10101010101010122,0
1.474747474747475,0.14141414141414144,0
1.474747474747475,0.1818181818181821,0
1.474747474747475,0.22222222222222232,0
1.474747474747475,0.262626262626263,0
1.474747474747475,0.3030303030303032,0
1.474747474747475,0.3434343434343434,0
1.474747474747475,0.3838383838383841,0
1.474747474747475,0.4242424242424243,0
1.474747474747475,0.464646464646465,0
1.474747474747475,0.5050505050505052,0
1.474747474747475,0.5454545454545459,0
1.474747474747475,0.5858585858585861,0
1.474747474747475,0.6262626262626263,0
1.474747474747475,0.666666666666667,0
1.474747474747475,0.7070707070707072,0
1.474747474747475,0.7474747474747478,0
1.474747474747475,0.7878787878787881,0
1.474747474747475,0.8282828282828287,0
1.474747474747475,0.868686868686869,0
1.474747474747475,0.9090909090909092,0
1.474747474747475,0.9494949494949498,0
1.474747474747475,0.9898989898989901,0
1.474747474747475,1.0303030303030307,0
1.474747474747475,1.070707070707071,0
1.474747474747475,1.1111111111111112,0
1.474747474747475,1.1515151515151518,0
1.474747474747475,1.191919191919192,0
1.474747474747475,1.2323232323232327,0
1.474747474747475,1.272727272727273,0
1.474747474747475,1.3131313131313136,0
1.474747474747475,1.3535353535353538,0
1.474747474747475,1.393939393939394,0
1.474747474747475,1.4343434343434347,0
1.474747474747475,1.474747474747475,0
1.474747474747475,1.5151515151515156,0
1.474747474747475,1.5555555555555558,0
1.474747474747475,1.5959595959595965,0
1.474747474747475,1.6363636363636367,0
1.474747474747475,1.676767676767677,0
1.474747474747475,1.7171717171717176,0
1.474747474747475,1.7575757575757578,0
1.474747474747475,1.7979797979797985,0
1.474747474747475,1.8383838383838387,0
1.474747474747475,1.878787878787879,0
1.474747474747475,1.9191919191919196,0
1.474747474747475,1.9595959595959598,0
1.474747474747475,2.0,0
1.5151515151515156,-2.0,0
1.5151515151515156,-1.9595959595959596,0
1.5151515151515156,-1.9191919191919191,0
1.5151515151515156,-1.878787878787879,0
1.5151515151515156,-1.8383838383838385,0
1.5151515151515156,-1.797979797979798,0
1.5151515151515156,-1.7575757575757576,0
1.5151515151515156,-1.7171717171717171,0
1.5151515151515156,-1.6767676767676767,0
1.5151515151515156,-1.6363636363636362,0
1.5151515151515156,-1.595959595959596,0
1.5151515151515156,-1.5555555555555556,0
1.5151515151515156,-1.5151515151515151,0
1.5151515151515156,-1.4747474747474747,0
1.5151515151515156,-1.4343434343434343,0
1.5151515151515156,-1.393939393939394,0
1.5151515151515156,-1.3535353535353534,0
1.5151515151515156,-1.3131313131313131,0
1.5151515151515156,-1.2727272727272727,0
1.5151515151515156,-1.2323232323232323,0
1.5151515151515156,-1.1919191919191918,0
1.5151515151515156,-1.1515151515151514,0
1.5151515151515156,-1.1111111111111112,0
1.5151515151515156,-1.0707070707070705,0
1.5151515151515156,-1.0303030303030303,0
1.5151515151515156,-0.9898989898989898,0
1.5151515151515156,-0.9494949494949494,0
1.5151515151515156,-0.909090909090909,0
1.5151515151515156,-0.8686868686868685,0
1.5151515151515156,-0.8282828282828283,0
1.5151515151515156,-0.7878787878787878,0
1.5151515151515156,-0.7474747474747474,0
1.5151515151515156,-0.707070707070707,0
1.5151515151515156,-0.6666666666666665,0
1.5151515151515156,-0.6262626262626261,0
1.5151515151515156,-0.5858585858585856,0
1.5151515151515156,-0.5454545454545454,0
1.5151515151515156,-0.505050505050505,0
1.5151515151515156,-0.46464646464646453,0
1.5151515151515156,-0.4242424242424241,0
1.5151515151515156,-0.38383838383838365,0
1.5151515151515156,-0.3434343434343432,0
1.5151515151515156,-0.303030303030303,0
1.5151515151515156,-0.26262626262626254,0
1.5151515151515156,-0.2222222222222221,0
1.5151515151515156,-0.18181818181818166,0
1.5151515151515156,-0.14141414141414121,0
1.5151515151515156,-0.10101010101010077,0
1.5151515151515156,-0.06060606060606055,0
1.5151515151515156,-0.02020202020202011,0
1.5151515151515156,0.020202020202020332,0
1.5151515151515156,0.060606060606060996,0
1.5151515151515156,0.10101010101010122,0
1.5151515151515156,0.14141414141414144,0
1.5151515151515156,0.1818181818181821,0
1.5151515151515156,0.22222222222222232,0
1.5151515151515156,0.262626262626263,0
1.5151515151515156,0.3030303030303032,0
1.5151515151515156,0.3434343434343434,0
1.5151515151515156,0.3838383838383841,0
1.5151515151515156,0.4242424242424243,0
1.5151515151515156,0.464646464646465,0
1.5151515151515156,0.5050505050505052,0
1.5151515151515156,0.5454545454545459,0
1.5151515151515156,0.5858585858585861,0
1.5151515151515156,0.6262626262626263,0
1.5151515151515156,0.666666666666667,0
1.5151515151515156,0.7070707070707072,0
1.5151515151515156,0.7474747474747478,0
1.5151515151515156,0.7878787878787881,0
1.5151515151515156,0.8282828282828287,0
1.5151515151515156,0.868686868686869,0
1.5151515151515156,0.9090909090909092,0
1.5151515151515156,0.9494949494949498,0
1.5151515151515156,0.9898989898989901,0
1.5151515151515156,1.0303030303030307,0
1.5151515151515156,1.070707070707071,0
1.5151515151515156,1.1111111111111112,0
1.5151515151515156,1.1515151515151518,0
1.5151515151515156,1.191919191919192,0
1.5151515151515156,1.2323232323232327,0
1.5151515151515156,1.272727272727273,0
1.5151515151515156,1.3131313131313136,0
1.5151515151515156,1.3535353535353538,0
1.5151515151515156,1.393939393939394,0
1.5151515151515156,1.4343434343434347,0
1.5151515151515156,1.474747474747475,0
1.5151515151515156,1.5151515151515156,0
1.5151515151515156,1.5555555555555558,0
1.5151515151515156,1.5959595959595965,0
1.5151515151515156,1.6363636363636367,0
1.5151515151515156,1.676767676767677,0
1.5151515151515156,1.7171717171717176,0
1.5151515151515156,1.7575757575757578,0
1.5151515151515156,1.7979797979797985,0
1.5151515151515156,1.8383838383838387,0
1.5151515151515156,1.878787878787879,0
1.5151515151515156,1.9191919191919196,0
1.5151515151515156,1.9595959595959598,0
1.5151515151515156,2.0,0
1.5555555555555558,-2.0,0
1.5555555555555558,-1.9595959595959596,0
1.5555555555555558,-1.9191919191919191,0
1.5555555555555558,-1.878787878787879,0
1.5555555555555558,-1.8383838383838385,0
1.5555555555555558,-1.797979797979798,0
1.5555555555555558,-1.7575757575757576,0
1.5555555555555558,-1.7171717171717171,0
1.5555555555555558,-1.6767676767676767,0
1.5555555555555558,-1.6363636363636362,0
1.5555555555555558,-1.595959595959596,0
1.5555555555555558,-1.5555555555555556,0
1.5555555555555558,-1.5151515151515151,0
1.5555555555555558,-1.4747474747474747,0
1.5555555555555558,-1.4343434343434343,0
1.5555555555555558,-1.393939393939394,0
1.5555555555555558,-1.3535353535353534,0
1.5555555555555558,-1.3131313131313131,0
1.5555555555555558,-1.2727272727272727,0
1.5555555555555558,-1.2323232323232323,0
1.5555555555555558,-1.1919191919191918,0
1.5555555555555558,-1.1515151515151514,0
1.5555555555555558,-1.1111111111111112,0
1.5555555555555558,-1.0707070707070705,0
1.5555555555555558,-1.0303030303030303,0
1.5555555555555558,-0.9898989898989898,0
1.5555555555555558,-0.9494949494949494,0
1.5555555555555558,-0.909090909090909,0
1.5555555555555558,-0.8686868686868685,0
1.5555555555555558,-0.8282828282828283,0
1.5555555555555558,-0.7878787878787878,0
1.5555555555555558,-0.7474747474747474,0
1.5555555555555558,-0.707070707070707,0
1.5555555555555558,-0.6666666666666665,0
1.5555555555555558,-0.6262626262626261,0
1.5555555555555558,-0.5858585858585856,0
1.5555555555555558,-0.5454545454545454,0
1.5555555555555558,-0.505050505050505,0
1.5555555555555558,-0.46464646464646453,0
1.5555555555555558,-0.4242424242424241,0
1.5555555555555558,-0.38383838383838365,0
1.5555555555555558,-0.3434343434343432,0
1.5555555555555558,-0.303030303030303,0
1.5555555555555558,-0.26262626262626254,0
1.5555555555555558,-0.2222222222222221,0
1.5555555555555558,-0.18181818181818166,0
1.5555555555555558,-0.14141414141414121,0
1.5555555555555558,-0.10101010101010077,0
1.5555555555555558,-0.06060606060606055,0
1.5555555555555558,-0.02020202020202011,0
1.5555555555555558,0.020202020202020332,0
1.5555555555555558,0.060606060606060996,0
1.5555555555555558,0.10101010101010122,0
1.5555555555555558,0.14141414141414144,0
1.5555555555555558,0.1818181818181821,0
1.5555555555555558,0.22222222222222232,0
1.5555555555555558,0.262626262626263,0
1.5555555555555558,0.3030303030303032,0
1.5555555555555558,0.3434343434343434,0
1.5555555555555558,0.3838383838383841,0
1.5555555555555558,0.4242424242424243,0
1.5555555555555558,0.464646464646465,0
1.5555555555555558,0.5050505050505052,0
1.5555555555555558,0.5454545454545459,0
1.5555555555555558,0.5858585858585861,0
1.5555555555555558,0.6262626262626263,0
1.5555555555555558,0.666666666666667,0
1.5555555555555558,0.7070707070707072,0
1.5555555555555558,0.7474747474747478,0
1.5555555555555558,0.7878787878787881,0
1.5555555555555558,0.8282828282828287,0
1.5555555555555558,0.868686868686869,0
1.5555555555555558,0.9090909090909092,0
1.5555555555555558,0.9494949494949498,0
1.5555555555555558,0.9898989898989901,0
1.5555555555555558,1.0303030303030307,0
1.5555555555555558,1.070707070707071,0
1.5555555555555558,1.1111111111111112,0
1.5555555555555558,1.1515151515151518,0
1.5555555555555558,1.191919191919192,0
1.5555555555555558,1.2323232323232327,0
1.5555555555555558,1.272727272727273,0
1.5555555555555558,1.3131313131313136,0
1.5555555555555558,1.3535353535353538,0
1.5555555555555558,1.393939393939394,0
1.5555555555555558,1.4343434343434347,0
1.5555555555555558,1.474747474747475,0
1.5555555555555558,1.5151515151515156,0
1.5555555555555558,1.5555555555555558,0
1.5555555555555558,1.5959595959595965,0
1.5555555555555558,1.6363636363636367,0
1.5555555555555558,1.676767676767677,0
1.5555555555555558,1.7171717171717176,0
1.5555555555555558,1.7575757575757578,0
1.5555555555555558,1.7979797979797985,0
1.5555555555555558,1.8383838383838387,0
1.5555555555555558,1.878787878787879,0
1.5555555555555558,1.9191919191919196,0
1.5555555555555558,1.9595959595959598,0
1.5555555555555558,2.0,0
1.5959595959595965,-2.0,0
1.5959595959595965,-1.9595959595959596,0
1.5959595959595965,-1.9191919191919191,0
1.5959595959595965,-1.878787878787879,0
1.5959595959595965,-1.8383838383838385,0
1.5959595959595965,-1.797979797979798,0
1.5959595959595965,-1.7575757575757576,0
1.5959595959595965,-1.7171717171717171,0
1.5959595959595965,-1.6767676767676767,0
1.5959595959595965,-1.6363636363636362,0
1.5959595959595965,-1.595959595959596,0
1.5959595959595965,-1.5555555555555556,0
1.5959595959595965,-1.5151515151515151,0
1.5959595959595965,-1.4747474747474747,0
1.5959595959595965,-1.4343434343434343,0
1.5959595959595965,-1.393939393939394,0
1.5959595959595965,-1.3535353535353534,0
1.5959595959595965,-1.3131313131313131,0
1.5959595959595965,-1.2727272727272727,0
1.5959595959595965,-1.2323232323232323,0
1.5959595959595965,-1.1919191919191918,0
1.5959595959595965,-1.1515151515151514,0
1.5959595959595965,-1.1111111111111112,0
1.5959595959595965,-1.0707070707070705,0
1.5959595959595965,-1.0303030303030303,0
1.5959595959595965,-0.9898989898989898,0
1.5959595959595965,-0.9494949494949494,0
1.5959595959595965,-0.909090909090909,0
1.5959595959595965,-0.8686868686868685,0
1.5959595959595965,-0.8282828282828283,0
1.5959595959595965,-0.7878787878787878,0
1.5959595959595965,-0.7474747474747474,0
1.5959595959595965,-0.707070707070707,0
1.5959595959595965,-0.6666666666666665,0
1.5959595959595965,-0.6262626262626261,0
1.5959595959595965,-0.5858585858585856,0
1.5959595959595965,-0.5454545454545454,0
1.5959595959595965,-0.505050505050505,0
1.5959595959595965,-0.46464646464646453,0
1.5959595959595965,-0.4242424242424241,0
1.5959595959595965,-0.38383838383838365,0
1.5959595959595965,-0.3434343434343432,0
1.5959595959595965,-0.303030303030303,0
1.5959595959595965,-0.26262626262626254,0
1.5959595959595965,-0.2222222222222221,0
1.5959595959595965,-0.18181818181818166,0
1.5959595959595965,-0.14141414141414121,0
1.5959595959595965,-0.10101010101010077,0
1.5959595959595965,-0.06060606060606055,0
1.5959595959595965,-0.02020202020202011,0
1.5959595959595965,0.020202020202020332,0
1.5959595959595965,0.060606060606060996,0
1.5959595959595965,0.10101010101010122,0
1.5959595959595965,0.14141414141414144,0
1.5959595959595965,0.1818181818181821,0
1.5959595959595965,0.22222222222222232,0
1.5959595959595965,0.262626262626263,0
1.5959595959595965,0.3030303030303032,0
1.5959595959595965,0.3434343434343434,0
1.5959595959595965,0.3838383838383841,0
1.5959595959595965,0.4242424242424243,0
1.5959595959595965,0.464646464646465,0
1.5959595959595965,0.5050505050505052,0
1.5959595959595965,0.5454545454545459,0
1.5959595959595965,0.5858585858585861,0
1.5959595959595965,0.6262626262626263,0
1.5959595959595965,0.666666666666667,0
1.5959595959595965,0.7070707070707072,0
1.5959595959595965,0.7474747474747478,0
1.5959595959595965,0.7878787878787881,0
1.5959595959595965,0.8282828282828287,0
1.5959595959595965,0.868686868686869,0
1.5959595959595965,0.9090909090909092,0
1.5959595959595965,0.9494949494949498,0
1.5959595959595965,0.9898989898989901,0
1.5959595959595965,1.0303030303030307,0
1.5959595959595965,1.070707070707071,0
1.5959595959595965,1.1111111111111112,0
1.5959595959595965,1.1515151515151518,0
1.5959595959595965,1.191919191919192,0
1.5959595959595965,1.2323232323232327,0
1.5959595959595965,1.272727272727273,0
1.5959595959595965,1.3131313131313136,0
1.5959595959595965,1.3535353535353538,0
1.5959595959595965,1.393939393939394,0
1.5959595959595965,1.4343434343434347,0
1.5959595959595965,1.474747474747475,0
1.5959595959595965,1.5151515151515156,0
1.5959595959595965,1.5555555555555558,0
1.5959595959595965,1.5959595959595965,0
1.5959595959595965,1.6363636363636367,0
1.5959595959595965,1.676767676767677,0
1.5959595959595965,1.7171717171717176,0
1.5959595959595965,1.7575757575757578,0
1.5959595959595965,1.7979797979797985,0
1.5959595959595965,1.8383838383838387,0
1.5959595959595965,1.878787878787879,0
1.5959595959595965,1.9191919191919196,0
1.5959595959595965,1.9595959595959598,0
1.5959595959595965,2.0,0
1.6363636363636367,-2.0,0
1.6363636363636367,-1.9595959595959596,0
1.6363636363636367,-1.9191919191919191,0
1.6363636363636367,-1.878787878787879,0
1.6363636363636367,-1.8383838383838385,0
1.6363636363636367,-1.797979797979798,0
1.6363636363636367,-1.7575757575757576,0
1.6363636363636367,-1.7171717171717171,0
1.6363636363636367,-1.6767676767676767,0
1.6363636363636367,-1.6363636363636362,0
1.6363636363636367,-1.595959595959596,0
1.6363636363636367,-1.5555555555555556,0
1.6363636363636367,-1.5151515151515151,0
1.6363636363636367,-1.4747474747474747,0
1.6363636363636367,-1.4343434343434343,0
1.6363636363636367,-1.393939393939394,0
1.6363636363636367,-1.3535353535353534,0
1.6363636363636367,-1.3131313131313131,0
1.6363636363636367,-1.2727272727272727,0
1.6363636363636367,-1.2323232323232323,0
1.6363636363636367,-1.1919191919191918,0
1.6363636363636367,-1.1515151515151514,0
1.6363636363636367,-1.1111111111111112,0
1.6363636363636367,-1.0707070707070705,0
1.6363636363636367,-1.0303030303030303,0
1.6363636363636367,-0.9898989898989898,0
1.6363636363636367,-0.9494949494949494,0
1.6363636363636367,-0.909090909090909,0
1.6363636363636367,-0.8686868686868685,0
1.6363636363636367,-0.8282828282828283,0
1.6363636363636367,-0.7878787878787878,0
1.6363636363636367,-0.7474747474747474,0
1.6363636363636367,-0.707070707070707,0
1.6363636363636367,-0.6666666666666665,0
1.6363636363636367,-0.6262626262626261,0
1.6363636363636367,-0.5858585858585856,0
1.6363636363636367,-0.5454545454545454,0
1.6363636363636367,-0.505050505050505,0
1.6363636363636367,-0.46464646464646453,0
1.6363636363636367,-0.4242424242424241,0
1.6363636363636367,-0.38383838383838365,0
1.6363636363636367,-0.3434343434343432,0
1.6363636363636367,-0.303030303030303,0
1.6363636363636367,-0.26262626262626254,0
1.6363636363636367,-0.2222222222222221,0
1.6363636363636367,-0.18181818181818166,0
1.6363636363636367,-0.14141414141414121,0
1.6363636363636367,-0.10101010101010077,0
1.6363636363636367,-0.06060606060606055,0
1.6363636363636367,-0.02020202020202011,0
1.6363636363636367,0.020202020202020332,0
1.6363636363636367,0.060606060606060996,0
1.6363636363636367,0.10101010101010122,0
1.6363636363636367,0.14141414141414144,0
1.6363636363636367,0.1818181818181821,0
1.6363636363636367,0.22222222222222232,0
1.6363636363636367,0.262626262626263,0
1.6363636363636367,0.3030303030303032,0
1.6363636363636367,0.3434343434343434,0
1.6363636363636367,0.3838383838383841,0
1.6363636363636367,0.4242424242424243,0
1.6363636363636367,0.464646464646465,0
